  Time                 , I(U1:DRAININ)        
  7.916162245097e-06  ,-2.729415749624e+00  
  7.916172245174e-06  ,-2.720978334276e+00  
  7.916182245250e-06  ,-2.712493048385e+00  
  7.916192245326e-06  ,-2.703960023419e+00  
  7.916202245402e-06  ,-2.695379391173e+00  
  7.916212245478e-06  ,-2.686751283769e+00  
  7.916222245554e-06  ,-2.678075833650e+00  
  7.916232245630e-06  ,-2.669353173577e+00  
  7.916242245707e-06  ,-2.660583436630e+00  
  7.916252245783e-06  ,-2.651766756199e+00  
  7.916262245859e-06  ,-2.642903265985e+00  
  7.916272245935e-06  ,-2.633993099996e+00  
  7.916282246011e-06  ,-2.625036392545e+00  
  7.916292246087e-06  ,-2.616033278245e+00  
  7.916302246163e-06  ,-2.606983892008e+00  
  7.916312246240e-06  ,-2.597888369041e+00  
  7.916322246316e-06  ,-2.588746844845e+00  
  7.916332246392e-06  ,-2.579559455210e+00  
  7.916342246468e-06  ,-2.570326336217e+00  
  7.916352246544e-06  ,-2.561047624228e+00  
  7.916362246620e-06  ,-2.551723455893e+00  
  7.916372246696e-06  ,-2.542353968140e+00  
  7.916382246773e-06  ,-2.532939298177e+00  
  7.916392246849e-06  ,-2.523479583488e+00  
  7.916402246925e-06  ,-2.513974961833e+00  
  7.916412247001e-06  ,-2.504425571243e+00  
  7.916422247077e-06  ,-2.494831550024e+00  
  7.916432247153e-06  ,-2.485193036749e+00  
  7.916442247229e-06  ,-2.475510170259e+00  
  7.916452247306e-06  ,-2.465783089665e+00  
  7.916462247382e-06  ,-2.456011934341e+00  
  7.916472247458e-06  ,-2.446196843928e+00  
  7.916482247534e-06  ,-2.436337958328e+00  
  7.916492247610e-06  ,-2.426435417711e+00  
  7.916502247686e-06  ,-2.416489362504e+00  
  7.916512247762e-06  ,-2.406499933403e+00  
  7.916522247839e-06  ,-2.396467271360e+00  
  7.916532247915e-06  ,-2.386391517596e+00  
  7.916542247991e-06  ,-2.376272813589e+00  
  7.916552248067e-06  ,-2.366111301086e+00  
  7.916562248143e-06  ,-2.355907122096e+00  
  7.916572248219e-06  ,-2.345660418895e+00  
  7.916582248295e-06  ,-2.335371334028e+00  
  7.916592248372e-06  ,-2.325040010309e+00  
  7.916602248448e-06  ,-2.314666590826e+00  
  7.916612248524e-06  ,-2.304251218944e+00  
  7.916622248600e-06  ,-2.293794038308e+00  
  7.916632248676e-06  ,-2.283295192849e+00  
  7.916642248752e-06  ,-2.272754826788e+00  
  7.916652248828e-06  ,-2.262173084643e+00  
  7.916662248905e-06  ,-2.251550111239e+00  
  7.916672248981e-06  ,-2.240886051712e+00  
  7.916682249057e-06  ,-2.230181051520e+00  
  7.916692249133e-06  ,-2.219435256460e+00  
  7.916702249209e-06  ,-2.208648812671e+00  
  7.916712249285e-06  ,-2.197821866659e+00  
  7.916722249362e-06  ,-2.186954565306e+00  
  7.916732249438e-06  ,-2.176047055893e+00  
  7.916742249514e-06  ,-2.165099486122e+00  
  7.916752249590e-06  ,-2.154112004138e+00  
  7.916762249666e-06  ,-2.143084758561e+00  
  7.916772249742e-06  ,-2.132017898513e+00  
  7.916782249818e-06  ,-2.120911573657e+00  
  7.916792249895e-06  ,-2.109765934236e+00  
  7.916802249971e-06  ,-2.098581131118e+00  
  7.916812250047e-06  ,-2.087357315848e+00  
  7.916822250123e-06  ,-2.076094640704e+00  
  7.916832250199e-06  ,-2.064793258759e+00  
  7.916842250275e-06  ,-2.053453323959e+00  
  7.916852250351e-06  ,-2.042074991194e+00  
  7.916862250428e-06  ,-2.030658416396e+00  
  7.916872250504e-06  ,-2.019203756634e+00  
  7.916882250580e-06  ,-2.007711170223e+00  
  7.916892250656e-06  ,-1.996180816855e+00  
  7.916902250732e-06  ,-1.984612857728e+00  
  7.916912250808e-06  ,-1.973007455700e+00  
  7.916922250884e-06  ,-1.961364775460e+00  
  7.916932250961e-06  ,-1.949684983712e+00  
  7.916942251037e-06  ,-1.937968249378e+00  
  7.916952251113e-06  ,-1.926214743824e+00  
  7.916962251189e-06  ,-1.914424641114e+00  
  7.916972251265e-06  ,-1.902598118273e+00  
  7.916982251341e-06  ,-1.890735355593e+00  
  7.916992251417e-06  ,-1.878836536960e+00  
  7.917002251494e-06  ,-1.866901850205e+00  
  7.917012251570e-06  ,-1.854931487500e+00  
  7.917022251646e-06  ,-1.842925645780e+00  
  7.917032251722e-06  ,-1.830884527199e+00  
  7.917042251798e-06  ,-1.818808339634e+00  
  7.917052251874e-06  ,-1.806697297222e+00  
  7.917062251950e-06  ,-1.794551620941e+00  
  7.917072252027e-06  ,-1.782371539238e+00  
  7.917082252103e-06  ,-1.770157288700e+00  
  7.917092252179e-06  ,-1.757909114775e+00  
  7.917102252255e-06  ,-1.745627272542e+00  
  7.917112252331e-06  ,-1.733312027534e+00  
  7.917122252407e-06  ,-1.720963656603e+00  
  7.917132252483e-06  ,-1.708582448851e+00  
  7.917142252560e-06  ,-1.696168707683e+00  
  7.917152252636e-06  ,-1.683722773618e+00  
  7.917162252712e-06  ,-1.671245007636e+00  
  7.917172252788e-06  ,-1.658735773855e+00  
  7.917182252864e-06  ,-1.646195458614e+00  
  7.917192252940e-06  ,-1.633624471232e+00  
  7.917202253016e-06  ,-1.621023246744e+00  
  7.917212253093e-06  ,-1.608392247935e+00  
  7.917222253169e-06  ,-1.595731968011e+00  
  7.917232253245e-06  ,-1.583042933268e+00  
  7.917242253321e-06  ,-1.570325706100e+00  
  7.917252253397e-06  ,-1.557580888212e+00  
  7.917262253473e-06  ,-1.544809124125e+00  
  7.917272253550e-06  ,-1.532011104969e+00  
  7.917282253626e-06  ,-1.519187572596e+00  
  7.917292253702e-06  ,-1.506339324034e+00  
  7.917302253778e-06  ,-1.493467216314e+00  
  7.917312253854e-06  ,-1.480572171684e+00  
  7.917322253930e-06  ,-1.467655183260e+00  
  7.917332254006e-06  ,-1.454717321122e+00  
  7.917342254083e-06  ,-1.441759738901e+00  
  7.917352254159e-06  ,-1.428783680884e+00  
  7.917362254235e-06  ,-1.415790489676e+00  
  7.917372254311e-06  ,-1.402781614438e+00  
  7.917382254387e-06  ,-1.389758619758e+00  
  7.917392254463e-06  ,-1.376723195170e+00  
  7.917402254539e-06  ,-1.363677165372e+00  
  7.917412254616e-06  ,-1.350622501163e+00  
  7.917422254692e-06  ,-1.337561331144e+00  
  7.917432254768e-06  ,-1.324495954207e+00  
  7.917442254844e-06  ,-1.311428852848e+00  
  7.917452254920e-06  ,-1.298362707314e+00  
  7.917462254996e-06  ,-1.285300410622e+00  
  7.917472255072e-06  ,-1.272245084430e+00  
  7.917482255149e-06  ,-1.259200095784e+00  
  7.917492255225e-06  ,-1.246169074694e+00  
  7.917502255301e-06  ,-1.233155932515e+00  
  7.917512255377e-06  ,-1.220164881029e+00  
  7.917522255453e-06  ,-1.207200452139e+00  
  7.917532255529e-06  ,-1.194267518005e+00  
  7.917542255605e-06  ,-1.181371311384e+00  
  7.917552255682e-06  ,-1.168517445882e+00  
  7.917562255758e-06  ,-1.155711935732e+00  
  7.917572255834e-06  ,-1.142961214605e+00  
  7.917582255910e-06  ,-1.130272152837e+00  
  7.917592255986e-06  ,-1.117652072310e+00  
  7.917602256062e-06  ,-1.105108758115e+00  
  7.917612256138e-06  ,-1.092650465938e+00  
  7.917622256215e-06  ,-1.080285923946e+00  
  7.917632256291e-06  ,-1.068024327771e+00  
  7.917642256367e-06  ,-1.055875327128e+00  
  7.917652256443e-06  ,-1.043849002365e+00  
  7.917662256519e-06  ,-1.031955829204e+00  
  7.917672256595e-06  ,-1.020206629811e+00  
  7.917682256671e-06  ,-1.008612508471e+00  
  7.917692256748e-06  ,-9.971847700812e-01  
  7.917702256824e-06  ,-9.859348198188e-01  
  7.917712256900e-06  ,-9.748740427551e-01  
  7.917722256976e-06  ,-9.640136623517e-01  
  7.917732257052e-06  ,-9.533645773826e-01  
  7.917742257128e-06  ,-9.429371773500e-01  
  7.917752257205e-06  ,-9.327411372050e-01  
  7.917762257281e-06  ,-9.227851929877e-01  
  7.917772257357e-06  ,-9.130769009284e-01  
  7.917782257433e-06  ,-9.036223835348e-01  
  7.917792257509e-06  ,-8.944260672214e-01  
  7.917802257585e-06  ,-8.854904170616e-01  
  7.917812257661e-06  ,-8.768156752177e-01  
  7.917822257738e-06  ,-8.683996104603e-01  
  7.917832257814e-06  ,-8.602372868770e-01  
  7.917842257890e-06  ,-8.523208603050e-01  
  7.917852257966e-06  ,-8.446394111629e-01  
  7.917862258042e-06  ,-8.371788221243e-01  
  7.917872258118e-06  ,-8.299217084542e-01  
  7.917882258194e-06  ,-8.228474077756e-01  
  7.917892258271e-06  ,-8.159320345689e-01  
  7.917902258347e-06  ,-8.091486028526e-01  
  7.917912258423e-06  ,-8.024672183284e-01  
  7.917922258499e-06  ,-7.958553388697e-01  
  7.917932258575e-06  ,-7.892780997288e-01  
  7.917942258651e-06  ,-7.826986973449e-01  
  7.917952258727e-06  ,-7.760788233211e-01  
  7.917962258804e-06  ,-7.693791381142e-01  
  7.917972258880e-06  ,-7.625597723899e-01  
  7.917982258956e-06  ,-7.555808429176e-01  
  7.917992259032e-06  ,-7.484029693946e-01  
  7.918002259108e-06  ,-7.409877787040e-01  
  7.918012259184e-06  ,-7.332983838185e-01  
  7.918022259260e-06  ,-7.252998258003e-01  
  7.918032259337e-06  ,-7.169594690318e-01  
  7.918042259413e-06  ,-7.082473418346e-01  
  7.918052259489e-06  ,-6.991364168514e-01  
  7.918062259565e-06  ,-6.896028278654e-01  
  7.918072259641e-06  ,-6.796260219875e-01  
  7.918082259717e-06  ,-6.691888482428e-01  
  7.918092259793e-06  ,-6.582775854407e-01  
  7.918102259870e-06  ,-6.468819137661e-01  
  7.918112259946e-06  ,-6.349948357513e-01  
  7.918122260022e-06  ,-6.226125531329e-01  
  7.918132260098e-06  ,-6.097343066438e-01  
  7.918142260174e-06  ,-5.963621858790e-01  
  7.918152260250e-06  ,-5.825009165857e-01  
  7.918162260326e-06  ,-5.681576319349e-01  
  7.918172260403e-06  ,-5.533416342348e-01  
  7.918182260479e-06  ,-5.380641528805e-01  
  7.918192260555e-06  ,-5.223381033346e-01  
  7.918202260631e-06  ,-5.061778515113e-01  
  7.918212260707e-06  ,-4.895989869614e-01  
  7.918222260783e-06  ,-4.726181076564e-01  
  7.918232260859e-06  ,-4.552526183634e-01  
  7.918242260936e-06  ,-4.375205440801e-01  
  7.918252261012e-06  ,-4.194403593748e-01  
  7.918262261088e-06  ,-4.010308340015e-01  
  7.918272261164e-06  ,-3.823108948398e-01  
  7.918282261240e-06  ,-3.632995037304e-01  
  7.918292261316e-06  ,-3.440155506552e-01  
  7.918302261393e-06  ,-3.244777614222e-01  
  7.918312261469e-06  ,-3.047046190252e-01  
  7.918322261545e-06  ,-2.847142974689e-01  
  7.918332261621e-06  ,-2.645246070690e-01  
  7.918342261697e-06  ,-2.441529501178e-01  
  7.918352261773e-06  ,-2.236162859169e-01  
  7.918362261849e-06  ,-2.029311038817e-01  
  7.918372261926e-06  ,-1.821134038199e-01  
  7.918382262002e-06  ,-1.611786824644e-01  
  7.918392262078e-06  ,-1.401419254171e-01  
  7.918402262154e-06  ,-1.190176034239e-01  
  7.918412262230e-06  ,-9.781967235226e-02  
  7.918422262306e-06  ,-7.656157628172e-02  
  7.918432262382e-06  ,-5.525625308440e-02  
  7.918442262459e-06  ,-3.391614171068e-02  
  7.918452262535e-06  ,-1.255319080769e-02  
  7.918462262611e-06  ,8.821131608819e-03  
  7.918472262687e-06  ,3.019582786503e-02  
  7.918482262763e-06  ,5.156036024155e-02  
  7.918492262839e-06  ,7.290464066528e-02  
  7.918502262915e-06  ,9.421902053501e-02  
  7.918512262992e-06  ,1.154942809726e-01  
  7.918522263068e-06  ,1.367216238151e-01  
  7.918532263144e-06  ,1.578926633940e-01  
  7.918542263220e-06  ,1.789994190040e-01  
  7.918552263296e-06  ,2.000343082597e-01  
  7.918562263372e-06  ,2.209901414850e-01  
  7.918572263448e-06  ,2.418601171126e-01  
  7.918582263525e-06  ,2.626378178944e-01  
  7.918592263601e-06  ,2.833172080455e-01  
  7.918602263677e-06  ,3.038926313499e-01  
  7.918612263753e-06  ,3.243588101426e-01  
  7.918622263829e-06  ,3.447108449220e-01  
  7.918632263905e-06  ,3.649442146491e-01  
  7.918642263981e-06  ,3.850547776615e-01  
  7.918652264058e-06  ,4.050387730854e-01  
  7.918662264134e-06  ,4.248928224689e-01  
  7.918672264210e-06  ,4.446139316368e-01  
  7.918682264286e-06  ,4.641994926241e-01  
  7.918692264362e-06  ,4.836472855462e-01  
  7.918702264438e-06  ,5.029554801283e-01  
  7.918712264514e-06  ,5.221226368428e-01  
  7.918722264591e-06  ,5.411477074770e-01  
  7.918732264667e-06  ,5.600300349783e-01  
  7.918742264743e-06  ,5.787693523245e-01  
  7.918752264819e-06  ,5.973657803414e-01  
  7.918762264895e-06  ,6.158198242922e-01  
  7.918772264971e-06  ,6.341323691063e-01  
  7.918782265047e-06  ,6.523046730503e-01  
  7.918792265124e-06  ,6.703383597780e-01  
  7.918802265200e-06  ,6.882354086354e-01  
  7.918812265276e-06  ,7.059981431472e-01  
  7.918822265352e-06  ,7.236292175879e-01  
  7.918832265428e-06  ,7.411316016374e-01  
  7.918842265504e-06  ,7.585085631017e-01  
  7.918852265581e-06  ,7.757636487339e-01  
  7.918862265657e-06  ,7.929006631928e-01  
  7.918872265733e-06  ,8.099236462557e-01  
  7.918882265809e-06  ,8.268368484075e-01  
  7.918892265885e-06  ,8.436447049766e-01  
  7.918902265961e-06  ,8.603518090109e-01  
  7.918912266037e-06  ,8.769628831357e-01  
  7.918922266114e-06  ,8.934827506558e-01  
  7.918932266190e-06  ,9.099163061920e-01  
  7.918942266266e-06  ,9.262684861566e-01  
  7.918952266342e-06  ,9.425442393955e-01  
  7.918962266418e-06  ,9.587484983257e-01  
  7.918972266494e-06  ,9.748861508984e-01  
  7.918982266570e-06  ,9.909620137040e-01  
  7.918992266647e-06  ,1.006980806527e+00  
  7.919002266723e-06  ,1.022947128630e+00  
  7.919012266799e-06  ,1.038865437014e+00  
  7.919022266875e-06  ,1.054740026870e+00  
  7.919032266951e-06  ,1.070575014385e+00  
  7.919042267027e-06  ,1.086374322039e+00  
  7.919052267103e-06  ,1.102141666460e+00  
  7.919062267180e-06  ,1.117880548868e+00  
  7.919072267256e-06  ,1.133594248099e+00  
  7.919082267332e-06  ,1.149285816136e+00  
  7.919092267408e-06  ,1.164958076053e+00  
  7.919102267484e-06  ,1.180613622232e+00  
  7.919112267560e-06  ,1.196254822681e+00  
  7.919122267636e-06  ,1.211883823264e+00  
  7.919132267713e-06  ,1.227502553633e+00  
  7.919142267789e-06  ,1.243112734634e+00  
  7.919152267865e-06  ,1.258715886964e+00  
  7.919162267941e-06  ,1.274313340846e+00  
  7.919172268017e-06  ,1.289906246505e+00  
  7.919182268093e-06  ,1.305495585223e+00  
  7.919192268169e-06  ,1.321082180782e+00  
  7.919202268246e-06  ,1.336666711099e+00  
  7.919212268322e-06  ,1.352249719896e+00  
  7.919222268398e-06  ,1.367831628251e+00  
  7.919232268474e-06  ,1.383412745905e+00  
  7.919242268550e-06  ,1.398993282214e+00  
  7.919252268626e-06  ,1.414573356662e+00  
  7.919262268702e-06  ,1.430153008857e+00  
  7.919272268779e-06  ,1.445732207968e+00  
  7.919282268855e-06  ,1.461310861555e+00  
  7.919292268931e-06  ,1.476888823773e+00  
  7.919302269007e-06  ,1.492465902945e+00  
  7.919312269083e-06  ,1.508041868490e+00  
  7.919322269159e-06  ,1.523616457238e+00  
  7.919332269236e-06  ,1.539189379123e+00  
  7.919342269312e-06  ,1.554760322300e+00  
  7.919352269388e-06  ,1.570328957698e+00  
  7.919362269464e-06  ,1.585894943051e+00  
  7.919372269540e-06  ,1.601457950448e+00  
  7.919382269616e-06  ,1.617017785134e+00  
  7.919392269692e-06  ,1.632574146000e+00  
  7.919402269769e-06  ,1.648126591585e+00  
  7.919412269845e-06  ,1.663674727367e+00  
  7.919422269921e-06  ,1.679218149456e+00  
  7.919432269997e-06  ,1.694756472689e+00  
  7.919442270073e-06  ,1.710289316988e+00  
  7.919452270149e-06  ,1.725816314105e+00  
  7.919462270225e-06  ,1.741337104198e+00  
  7.919472270302e-06  ,1.756851337302e+00  
  7.919482270378e-06  ,1.772358672294e+00  
  7.919492270454e-06  ,1.787858777014e+00  
  7.919502270530e-06  ,1.803351327757e+00  
  7.919512270606e-06  ,1.818836009020e+00  
  7.919522270682e-06  ,1.834312513094e+00  
  7.919532270758e-06  ,1.849780539701e+00  
  7.919542270835e-06  ,1.865239795590e+00  
  7.919552270911e-06  ,1.880689994146e+00  
  7.919562270987e-06  ,1.896130854990e+00  
  7.919572271063e-06  ,1.911562103582e+00  
  7.919582271139e-06  ,1.926983470837e+00  
  7.919592271215e-06  ,1.942394692738e+00  
  7.919602271291e-06  ,1.957795509974e+00  
  7.919612271368e-06  ,1.973185667574e+00  
  7.919622271444e-06  ,1.988564914575e+00  
  7.919632271520e-06  ,2.003933003682e+00  
  7.919642271596e-06  ,2.019289690962e+00  
  7.919652271672e-06  ,2.034634735542e+00  
  7.919662271748e-06  ,2.049967899333e+00  
  7.919672271824e-06  ,2.065288946754e+00  
  7.919682271901e-06  ,2.080597644493e+00  
  7.919692271977e-06  ,2.095893761264e+00  
  7.919702272053e-06  ,2.111177067593e+00  
  7.919712272129e-06  ,2.126447335607e+00  
  7.919722272205e-06  ,2.141704338849e+00  
  7.919732272281e-06  ,2.156947852098e+00  
  7.919742272357e-06  ,2.172177651202e+00  
  7.919752272434e-06  ,2.187393512928e+00  
  7.919762272510e-06  ,2.202595214823e+00  
  7.919772272586e-06  ,2.217782535076e+00  
  7.919782272662e-06  ,2.232955252407e+00  
  7.919792272738e-06  ,2.248113145950e+00  
  7.919802272814e-06  ,2.263255995151e+00  
  7.919812272890e-06  ,2.278383579678e+00  
  7.919822272967e-06  ,2.293495679331e+00  
  7.919832273043e-06  ,2.308592073964e+00  
  7.919842273119e-06  ,2.323672543409e+00  
  7.919852273195e-06  ,2.338736867414e+00  
  7.919862273271e-06  ,2.353784825574e+00  
  7.919872273347e-06  ,2.368816197278e+00  
  7.919882273424e-06  ,2.383830761656e+00  
  7.919892273500e-06  ,2.398828297528e+00  
  7.919902273576e-06  ,2.413808583357e+00  
  7.919912273652e-06  ,2.428771397210e+00  
  7.919922273728e-06  ,2.443716516718e+00  
  7.919932273804e-06  ,2.458643719036e+00  
  7.919942273880e-06  ,2.473552780810e+00  
  7.919952273957e-06  ,2.488443478145e+00  
  7.919962274033e-06  ,2.503315586572e+00  
  7.919972274109e-06  ,2.518168881020e+00  
  7.919982274185e-06  ,2.533003135786e+00  
  7.919992274261e-06  ,2.547818124510e+00  
  7.920000000016e-06  ,2.559244838916e+00  
  7.920000100014e-06  ,2.487669723439e+00  
  7.920000300012e-06  ,2.351723531740e+00  
  7.920000700008e-06  ,2.109904896689e+00  
  7.920001000016e-06  ,1.953225984889e+00  
  7.920001080015e-06  ,1.972955729107e+00  
  7.920001240018e-06  ,2.010648527315e+00  
  7.920001560024e-06  ,2.076343319905e+00  
  7.920002200035e-06  ,2.176673830356e+00  
  7.920003480058e-06  ,2.295707397380e+00  
  7.920006040104e-06  ,2.383009057549e+00  
  7.920011160195e-06  ,2.408345815128e+00  
  7.920021160271e-06  ,2.422465742696e+00  
  7.920031160347e-06  ,2.442712501678e+00  
  7.920041160423e-06  ,2.460096157222e+00  
  7.920051160500e-06  ,2.479210874170e+00  
  7.920061160576e-06  ,2.498025242664e+00  
  7.920071160652e-06  ,2.517919852957e+00  
  7.920081160728e-06  ,2.538802118014e+00  
  7.920091160804e-06  ,2.561634151807e+00  
  7.920101160880e-06  ,2.587349791682e+00  
  7.920111160956e-06  ,2.617627934512e+00  
  7.920121161033e-06  ,2.654839097731e+00  
  7.920131161109e-06  ,2.702505034793e+00  
  7.920141161185e-06  ,2.765605254539e+00  
  7.920151161261e-06  ,2.851018219828e+00  
  7.920161161337e-06  ,2.967845039444e+00  
  7.920171161413e-06  ,3.127524118288e+00  
  7.920181161490e-06  ,3.343437961362e+00  
  7.920191161566e-06  ,3.629739799521e+00  
  7.920201161642e-06  ,3.999237276827e+00  
  7.920211161718e-06  ,4.460582708528e+00  
  7.920221161794e-06  ,5.015561466743e+00  
  7.920231161870e-06  ,5.657580969523e+00  
  7.920241161946e-06  ,6.372120131096e+00  
  7.920251162023e-06  ,7.138998358962e+00  
  7.920261162099e-06  ,7.935505638129e+00  
  7.920271162175e-06  ,8.739270357873e+00  
  7.920281162251e-06  ,9.530176040825e+00  
  7.920291162327e-06  ,1.029120840039e+01  
  7.920301162403e-06  ,1.100846650612e+01  
  7.920311162479e-06  ,1.167065402390e+01  
  7.920321162556e-06  ,1.226828641730e+01  
  7.920331162632e-06  ,1.279270884334e+01  
  7.920341162708e-06  ,1.323484935449e+01  
  7.920351162784e-06  ,1.358341261096e+01  
  7.920361162860e-06  ,1.382199586686e+01  
  7.920371162936e-06  ,1.392501976343e+01  
  7.920381163012e-06  ,1.385596357314e+01  
  7.920391163089e-06  ,1.357910721622e+01  
  7.920401163165e-06  ,1.309984023684e+01  
  7.920411163241e-06  ,1.246732875945e+01  
  7.920421163317e-06  ,1.175743084159e+01  
  7.920431163393e-06  ,1.102267677986e+01  
  7.920441163469e-06  ,1.029410027025e+01  
  7.920451163545e-06  ,9.591707176077e+00  
  7.920461163622e-06  ,8.931049194231e+00  
  7.920471163698e-06  ,8.332400137109e+00  
  7.920481163774e-06  ,7.809089975797e+00  
  7.920491163850e-06  ,7.372063047374e+00  
  7.920501163926e-06  ,7.023314093102e+00  
  7.920511164002e-06  ,6.758006805997e+00  
  7.920521164078e-06  ,6.565392052579e+00  
  7.920531164155e-06  ,6.432143720439e+00  
  7.920541164231e-06  ,6.344651193334e+00  
  7.920551164307e-06  ,6.290838339643e+00  
  7.920561164383e-06  ,6.260879083215e+00  
  7.920571164459e-06  ,6.247331438346e+00  
  7.920581164535e-06  ,6.244840609694e+00  
  7.920591164611e-06  ,6.249717062352e+00  
  7.920601164688e-06  ,6.259497738720e+00  
  7.920611164764e-06  ,6.272578355826e+00  
  7.920621164840e-06  ,6.287928533739e+00  
  7.920631164916e-06  ,6.304889545497e+00  
  7.920641164992e-06  ,6.323036834280e+00  
  7.920651165068e-06  ,6.342091223429e+00  
  7.920661165145e-06  ,6.361863135482e+00  
  7.920671165221e-06  ,6.382218613245e+00  
  7.920681165297e-06  ,6.403058870562e+00  
  7.920691165373e-06  ,6.424308103236e+00  
  7.920701165449e-06  ,6.445906150642e+00  
  7.920711165525e-06  ,6.467803998103e+00  
  7.920721165601e-06  ,6.489960918226e+00  
  7.920731165678e-06  ,6.512342576199e+00  
  7.920741165754e-06  ,6.534919710763e+00  
  7.920751165830e-06  ,6.557667174854e+00  
  7.920761165906e-06  ,6.580563210250e+00  
  7.920771165982e-06  ,6.603588883062e+00  
  7.920781166058e-06  ,6.626727634462e+00  
  7.920791166134e-06  ,6.649964917434e+00  
  7.920801166211e-06  ,6.673287899460e+00  
  7.920811166287e-06  ,6.696685216931e+00  
  7.920821166363e-06  ,6.720146770733e+00  
  7.920831166439e-06  ,6.743663555023e+00  
  7.920841166515e-06  ,6.767227512983e+00  
  7.920851166591e-06  ,6.790831414700e+00  
  7.920861166667e-06  ,6.814468753292e+00  
  7.920871166744e-06  ,6.838133656170e+00  
  7.920881166820e-06  ,6.861820808937e+00  
  7.920891166896e-06  ,6.885525389865e+00  
  7.920901166972e-06  ,6.909243013288e+00  
  7.920911167048e-06  ,6.932969680533e+00  
  7.920921167124e-06  ,6.956701737247e+00  
  7.920931167200e-06  ,6.980435836175e+00  
  7.920941167277e-06  ,7.004168904596e+00  
  7.920951167353e-06  ,7.027898115770e+00  
  7.920961167429e-06  ,7.051620863809e+00  
  7.920971167505e-06  ,7.075334741539e+00  
  7.920981167581e-06  ,7.099037520923e+00  
  7.920991167657e-06  ,7.122727135725e+00  
  7.921001167733e-06  ,7.146401666112e+00  
  7.921011167810e-06  ,7.170059324966e+00  
  7.921021167886e-06  ,7.193698445671e+00  
  7.921031167962e-06  ,7.217317471209e+00  
  7.921041168038e-06  ,7.240914944399e+00  
  7.921051168114e-06  ,7.264489499146e+00  
  7.921061168190e-06  ,7.288039852586e+00  
  7.921071168266e-06  ,7.311564798006e+00  
  7.921081168343e-06  ,7.335063198480e+00  
  7.921091168419e-06  ,7.358533981111e+00  
  7.921101168495e-06  ,7.381976131834e+00  
  7.921111168571e-06  ,7.405388690708e+00  
  7.921121168647e-06  ,7.428770747643e+00  
  7.921131168723e-06  ,7.452121438529e+00  
  7.921141168799e-06  ,7.475439941711e+00  
  7.921151168876e-06  ,7.498725474779e+00  
  7.921161168952e-06  ,7.521977291644e+00  
  7.921171169028e-06  ,7.545194679868e+00  
  7.921181169104e-06  ,7.568376958227e+00  
  7.921191169180e-06  ,7.591523474476e+00  
  7.921201169256e-06  ,7.614633603308e+00  
  7.921211169333e-06  ,7.637706744476e+00  
  7.921221169409e-06  ,7.660742321076e+00  
  7.921231169485e-06  ,7.683739777962e+00  
  7.921241169561e-06  ,7.706698580294e+00  
  7.921251169637e-06  ,7.729618212196e+00  
  7.921261169713e-06  ,7.752498175525e+00  
  7.921271169789e-06  ,7.775337988729e+00  
  7.921281169866e-06  ,7.798137185795e+00  
  7.921291169942e-06  ,7.820895315277e+00  
  7.921301170018e-06  ,7.843611939399e+00  
  7.921311170094e-06  ,7.866286633220e+00  
  7.921321170170e-06  ,7.888918983860e+00  
  7.921331170246e-06  ,7.911508589788e+00  
  7.921341170322e-06  ,7.934055060156e+00  
  7.921351170399e-06  ,7.956558014181e+00  
  7.921361170475e-06  ,7.979017080572e+00  
  7.921371170551e-06  ,8.001431896996e+00  
  7.921381170627e-06  ,8.023802109580e+00  
  7.921391170703e-06  ,8.046127372449e+00  
  7.921401170779e-06  ,8.068407347294e+00  
  7.921411170855e-06  ,8.090641702968e+00  
  7.921421170932e-06  ,8.112830115111e+00  
  7.921431171008e-06  ,8.134972265797e+00  
  7.921441171084e-06  ,8.157067843208e+00  
  7.921451171160e-06  ,8.179116541324e+00  
  7.921461171236e-06  ,8.201118059636e+00  
  7.921471171312e-06  ,8.223072102878e+00  
  7.921481171388e-06  ,8.244978380772e+00  
  7.921491171465e-06  ,8.266836607794e+00  
  7.921501171541e-06  ,8.288646502949e+00  
  7.921511171617e-06  ,8.310407789563e+00  
  7.921521171693e-06  ,8.332120195091e+00  
  7.921531171769e-06  ,8.353783450925e+00  
  7.921541171845e-06  ,8.375397292230e+00  
  7.921551171921e-06  ,8.396961457773e+00  
  7.921561171998e-06  ,8.418475689777e+00  
  7.921571172074e-06  ,8.439939733770e+00  
  7.921581172150e-06  ,8.461353338453e+00  
  7.921591172226e-06  ,8.482716255572e+00  
  7.921601172302e-06  ,8.504028239795e+00  
  7.921611172378e-06  ,8.525289048599e+00  
  7.921621172454e-06  ,8.546498442162e+00  
  7.921631172531e-06  ,8.567656183263e+00  
  7.921641172607e-06  ,8.588762037184e+00  
  7.921651172683e-06  ,8.609815771620e+00  
  7.921661172759e-06  ,8.630817156594e+00  
  7.921671172835e-06  ,8.651765964373e+00  
  7.921681172911e-06  ,8.672661969396e+00  
  7.921691172988e-06  ,8.693504948198e+00  
  7.921701173064e-06  ,8.714294679340e+00  
  7.921711173140e-06  ,8.735030943349e+00  
  7.921721173216e-06  ,8.755713522651e+00  
  7.921731173292e-06  ,8.776342201515e+00  
  7.921741173368e-06  ,8.796916765996e+00  
  7.921751173444e-06  ,8.817437003885e+00  
  7.921761173521e-06  ,8.837902704658e+00  
  7.921771173597e-06  ,8.858313659426e+00  
